date,precipitation_mm,rain_mm,precipitation_hours,max_wind_speed_kmh,location_name,latitude,longitude,state
2024-08-19,3.7,3.7,8.0,17.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-20,0.9,0.9,4.0,21.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-21,2.9,2.9,6.0,21.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-22,0.0,0.0,0.0,20.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-23,0.1,0.1,1.0,22.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-24,0.0,0.0,0.0,20.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-25,0.0,0.0,0.0,17.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-26,0.1,0.1,1.0,18.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-27,1.0,1.0,2.0,18.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-28,2.8,2.8,6.0,14.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-29,17.4,17.4,13.0,16.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-30,14.5,14.5,8.0,15.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-08-31,1.5,1.5,2.0,16.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-01,6.1,6.1,5.0,16.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-02,0.4,0.4,4.0,15.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-03,6.1,6.1,5.0,15.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-04,0.0,0.0,0.0,16.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-05,11.5,11.5,4.0,15.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-06,0.6,0.6,1.0,22.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-07,9.7,9.7,2.0,16.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-08,20.6,20.6,5.0,11.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-09,0.6,0.6,2.0,17.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-10,0.0,0.0,0.0,19.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-11,0.0,0.0,0.0,18.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-12,0.3,0.3,3.0,18.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-13,0.0,0.0,0.0,19.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-14,1.0,1.0,4.0,18.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-15,0.3,0.3,2.0,17.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-16,0.0,0.0,0.0,19.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-17,0.1,0.1,1.0,23.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-18,0.0,0.0,0.0,18.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-19,0.3,0.3,2.0,17.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-20,0.4,0.4,1.0,17.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-21,3.3,3.3,2.0,21.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-22,0.0,0.0,0.0,15.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-23,3.0,3.0,3.0,17.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-24,2.1,2.1,5.0,20.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-25,0.5,0.5,3.0,19.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-26,0.5,0.5,3.0,16.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-27,13.6,13.6,12.0,14.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-28,0.5,0.5,4.0,13.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-29,1.8,1.8,7.0,13.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-09-30,1.2,1.2,5.0,15.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-01,6.6,6.6,7.0,15.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-02,0.0,0.0,0.0,18.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-03,0.0,0.0,0.0,19.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-04,16.8,16.8,8.0,17.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-05,8.0,8.0,7.0,11.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-06,0.0,0.0,0.0,15.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-07,5.3,5.3,10.0,13.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-08,5.9,5.9,15.0,12.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-09,4.8,4.8,7.0,13.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-10,12.6,12.6,13.0,12.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-11,3.0,3.0,13.0,13.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-12,29.3,29.3,22.0,15.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-13,6.6,6.6,13.0,13.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-14,62.0,62.0,24.0,16.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-15,32.7,32.7,21.0,15.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-16,0.4,0.4,4.0,11.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-17,0.9,0.9,7.0,13.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-18,9.6,9.6,8.0,13.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-19,34.1,34.1,16.0,8.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-20,1.7,1.7,9.0,10.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-21,10.0,10.0,12.0,9.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-22,2.1,2.1,6.0,17.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-23,0.9,0.9,3.0,9.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-24,2.2,2.2,3.0,12.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-25,0.0,0.0,0.0,12.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-26,0.0,0.0,0.0,15.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-27,0.0,0.0,0.0,11.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-28,1.1,1.1,2.0,11.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-29,5.8,5.8,5.0,11.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-30,3.1,3.1,6.0,12.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-10-31,13.0,13.0,8.0,13.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-01,6.7,6.7,11.0,11.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-02,5.3,5.3,17.0,12.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-03,5.6,5.6,14.0,14.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-04,1.1,1.1,7.0,13.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-05,0.1,0.1,1.0,15.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-06,12.1,12.1,13.0,18.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-07,7.6,7.6,13.0,17.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-08,1.1,1.1,5.0,22.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-09,1.3,1.3,5.0,20.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-10,0.2,0.2,2.0,21.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-11,1.0,1.0,5.0,17.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-12,18.0,18.0,17.0,19.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-13,19.0,19.0,24.0,16.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-14,24.9,24.9,24.0,15.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-15,12.1,12.1,20.0,15.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-16,16.1,16.1,20.0,18.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-17,2.5,2.5,9.0,22.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-18,1.8,1.8,9.0,24.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-19,0.1,0.1,1.0,26.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-20,0.5,0.5,3.0,22.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-21,0.6,0.6,5.0,23.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-22,0.0,0.0,0.0,21.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-23,3.3,3.3,16.0,21.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-24,1.3,1.3,7.0,22.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-25,0.2,0.2,2.0,24.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-26,34.0,34.0,18.0,23.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-27,31.2,31.2,16.0,31.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-28,6.6,6.6,4.0,25.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-29,0.1,0.1,1.0,27.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-11-30,151.0,151.0,23.0,41.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-01,114.7,114.7,23.0,51.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-02,10.2,10.2,15.0,21.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-03,0.9,0.9,4.0,14.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-04,1.2,1.2,5.0,12.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-05,2.1,2.1,6.0,14.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-06,0.7,0.7,6.0,14.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-07,1.0,1.0,6.0,15.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-08,0.3,0.3,3.0,12.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-09,0.7,0.7,5.0,13.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-10,1.7,1.7,7.0,21.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-11,37.4,37.4,23.0,27.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-12,33.8,33.8,24.0,20.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-13,10.5,10.5,18.0,20.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-14,0.0,0.0,0.0,23.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-15,0.2,0.2,2.0,26.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-16,0.0,0.0,0.0,23.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-17,2.2,2.2,3.0,21.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-18,39.4,39.4,19.0,21.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-19,1.2,1.2,5.0,18.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-20,1.9,1.9,9.0,10.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-21,0.8,0.8,5.0,14.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-22,0.5,0.5,4.0,17.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-23,0.0,0.0,0.0,14.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-24,0.0,0.0,0.0,18.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-25,0.9,0.9,3.0,14.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-26,5.1,5.1,11.0,17.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-27,18.6,18.6,15.0,24.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-28,3.4,3.4,13.0,18.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-29,7.1,7.1,9.0,25.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-30,6.0,6.0,15.0,27.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2024-12-31,1.7,1.7,9.0,26.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-01,0.4,0.4,3.0,21.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-02,0.1,0.1,1.0,20.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-03,0.0,0.0,0.0,25.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-04,0.0,0.0,0.0,17.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-05,0.0,0.0,0.0,15.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-06,0.0,0.0,0.0,13.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-07,1.7,1.7,10.0,20.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-08,0.0,0.0,0.0,19.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-09,0.0,0.0,0.0,22.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-10,1.3,1.3,7.0,24.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-11,0.7,0.7,3.0,25.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-12,3.0,3.0,11.0,22.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-13,3.1,3.1,14.0,22.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-14,0.7,0.7,7.0,26.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-15,2.1,2.1,12.0,28.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-16,0.1,0.1,1.0,24.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-17,0.3,0.3,3.0,25.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-18,8.8,8.8,9.0,26.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-19,7.2,7.2,17.0,26.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-20,0.5,0.5,4.0,25.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-21,0.0,0.0,0.0,17.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-22,0.1,0.1,1.0,20.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-23,0.0,0.0,0.0,17.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-24,0.3,0.3,2.0,17.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-25,0.0,0.0,0.0,20.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-26,0.1,0.1,1.0,16.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-27,0.2,0.2,1.0,14.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-28,0.2,0.2,1.0,13.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-29,0.0,0.0,0.0,21.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-30,0.0,0.0,0.0,16.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-01-31,1.6,1.6,8.0,19.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-01,0.7,0.7,2.0,14.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-02,0.4,0.4,3.0,17.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-03,0.0,0.0,0.0,13.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-04,0.0,0.0,0.0,11.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-05,0.0,0.0,0.0,13.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-06,0.1,0.1,1.0,10.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-07,0.0,0.0,0.0,14.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-08,0.0,0.0,0.0,13.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-09,0.1,0.1,1.0,15.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-10,0.0,0.0,0.0,16.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-11,0.0,0.0,0.0,15.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-12,0.0,0.0,0.0,16.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-13,0.0,0.0,0.0,14.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-14,0.0,0.0,0.0,13.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-15,0.0,0.0,0.0,13.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-16,0.0,0.0,0.0,15.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-17,0.0,0.0,0.0,13.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-18,0.0,0.0,0.0,13.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-19,0.0,0.0,0.0,15.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-20,0.0,0.0,0.0,13.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-21,0.0,0.0,0.0,16.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-22,0.0,0.0,0.0,15.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-23,0.0,0.0,0.0,15.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-24,0.0,0.0,0.0,20.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-25,0.2,0.2,2.0,22.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-26,0.0,0.0,0.0,24.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-27,0.5,0.5,4.0,22.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-02-28,6.1,6.1,15.0,22.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-01,6.6,6.6,13.0,19.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-02,0.5,0.5,2.0,14.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-03,0.1,0.1,1.0,14.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-04,0.0,0.0,0.0,14.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-05,0.0,0.0,0.0,16.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-06,0.0,0.0,0.0,16.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-07,0.0,0.0,0.0,15.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-08,0.0,0.0,0.0,17.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-09,0.0,0.0,0.0,16.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-10,0.0,0.0,0.0,22.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-11,24.6,24.6,21.0,21.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-12,9.6,9.6,14.0,15.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-13,0.0,0.0,0.0,14.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-14,0.0,0.0,0.0,15.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-15,0.0,0.0,0.0,14.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-16,0.4,0.4,3.0,15.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-17,0.0,0.0,0.0,15.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-18,0.9,0.9,7.0,18.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-19,0.6,0.6,4.0,19.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-20,0.0,0.0,0.0,15.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-21,2.1,2.1,5.0,17.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-22,0.5,0.5,3.0,20.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-23,0.7,0.7,7.0,15.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-24,0.1,0.1,1.0,18.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-25,0.3,0.3,3.0,14.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-26,0.0,0.0,0.0,16.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-27,0.0,0.0,0.0,19.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-28,0.0,0.0,0.0,19.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-29,0.0,0.0,0.0,17.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-30,0.0,0.0,0.0,15.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-03-31,0.0,0.0,0.0,16.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-01,0.1,0.1,1.0,17.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-02,0.4,0.4,3.0,17.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-03,14.8,14.8,12.0,12.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-04,3.6,3.6,8.0,15.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-05,2.9,2.9,11.0,12.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-06,0.3,0.3,2.0,13.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-07,0.3,0.3,2.0,15.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-08,0.5,0.5,5.0,15.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-09,0.3,0.3,3.0,15.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-10,0.0,0.0,0.0,17.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-11,0.0,0.0,0.0,21.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-12,0.0,0.0,0.0,19.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-13,0.0,0.0,0.0,14.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-14,0.0,0.0,0.0,16.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-15,0.0,0.0,0.0,19.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-16,0.3,0.3,2.0,18.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-17,0.0,0.0,0.0,17.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-18,0.2,0.2,1.0,21.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-19,0.0,0.0,0.0,18.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-20,0.0,0.0,0.0,18.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-21,0.0,0.0,0.0,16.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-22,0.0,0.0,0.0,15.1,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-23,0.0,0.0,0.0,18.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-24,0.0,0.0,0.0,19.2,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-25,0.6,0.6,6.0,20.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-26,0.8,0.8,4.0,20.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-27,0.8,0.8,3.0,18.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
2025-04-28,3.6,3.6,9.0,17.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu
