rainfall_mm,river_level_m,soil_moisture,wind_speed_kmph,temperature_c,population_density,elevation_m,infrastructure_vulnerability,road_accessibility,distance_to_water_body,primary_disaster,secondary_disaster,severity
270.4,9.51,0.85,34.1,27.6,2735.0,480.7,0.53,0.79,2.58,Heavy Rain,Flood,High
14.7,1.32,0.28,8.5,44.9,1544.0,346.8,0.6,0.16,2.91,Extreme Heat,Fire,High
73.9,0.77,0.62,26.2,21.6,3044.0,890.1,0.65,0.4,15.08,Earthquake,Landslide,Medium
211.0,11.41,0.52,28.8,21.5,1207.0,614.4,0.12,0.06,6.14,Heavy Rain,Flood,High
191.1,6.19,0.97,31.1,21.1,3026.0,714.1,0.14,0.39,3.98,Heavy Rain,Flood,High
361.6,7.81,0.6,38.2,28.9,10297.0,226.5,0.21,0.7,4.09,Heavy Rain,Flood,High
49.2,2.88,0.33,14.4,28.7,767.0,513.4,0.06,0.92,8.97,Earthquake,Fire,Low
192.5,11.22,0.48,36.4,20.4,482.0,634.2,0.87,0.23,6.29,Heavy Rain,Flood,High
252.3,11.37,0.91,53.0,22.1,2321.0,93.4,0.76,0.19,1.59,Heavy Rain,Flood,Critical
9.9,1.15,0.15,28.2,40.5,5093.0,734.6,0.11,0.22,5.59,Extreme Heat,Fire,High
266.5,10.19,0.55,24.7,24.4,4854.0,177.1,0.18,0.47,6.51,Heavy Rain,Flood,High
62.0,1.68,0.47,6.5,27.2,1505.0,378.2,0.3,0.81,16.78,Earthquake,Fire,Low
66.5,6.07,0.61,22.8,28.9,4113.0,603.2,0.52,0.86,0.6,Heavy Rain,Flood,Medium
153.3,7.67,0.69,32.0,23.5,2021.0,172.4,0.91,0.28,6.07,Heavy Rain,Flood,High
275.3,10.97,0.78,49.2,27.9,644.0,294.5,0.53,0.26,4.84,Heavy Rain,Flood,High
11.2,1.56,0.17,14.4,48.0,884.0,83.1,0.92,0.93,3.0,Extreme Heat,Fire,Critical
197.2,6.28,0.6,58.7,16.0,2824.0,602.3,0.75,0.38,2.57,Landslide Trigger,Landslide,High
14.7,1.37,0.1,21.3,43.5,2981.0,752.4,0.29,0.63,12.55,Extreme Heat,Fire,High
296.2,1.89,0.83,113.4,24.8,1390.0,382.2,0.21,0.27,5.85,Cyclone,Infrastructure Failure,Medium
66.6,2.65,0.61,12.0,17.4,18000.0,63.1,0.68,0.33,10.65,Earthquake,Disease Outbreak,High
339.4,9.54,0.41,46.8,21.6,2123.0,128.2,0.43,0.31,1.89,Heavy Rain,Flood,High
106.8,9.36,0.97,45.0,21.6,570.0,203.4,0.55,0.59,1.82,Heavy Rain,Flood,High
209.3,5.08,0.63,29.9,23.5,1601.0,1098.9,0.29,0.13,3.98,Landslide Trigger,Landslide,High
323.9,10.18,0.53,12.9,26.9,312.0,177.1,0.25,0.76,3.21,Heavy Rain,Flood,High
315.5,4.36,0.59,16.0,18.9,2600.0,793.8,0.74,0.81,5.28,Heavy Rain,Flood,High
316.2,2.65,0.51,39.5,22.5,10136.0,786.2,0.23,0.83,5.36,Heavy Rain,Flood,Medium
156.0,11.41,0.49,33.2,27.5,13842.0,351.8,0.43,0.59,3.8,Heavy Rain,Flood,Critical
68.0,10.08,0.78,28.2,18.2,104.0,477.4,0.6,0.22,0.2,Heavy Rain,Flood,High
15.4,2.79,0.18,14.4,18.0,4186.0,1297.4,0.28,0.13,13.57,Earthquake,Fire,Medium
51.2,4.91,0.87,80.7,24.8,3745.0,44.9,0.63,0.83,7.31,Cyclone,Infrastructure Failure,Medium
156.7,1.81,0.63,44.8,22.6,3346.0,1462.0,0.84,0.58,10.56,Landslide Trigger,Landslide,High
11.7,1.0,0.25,36.6,39.4,296.0,705.6,0.57,0.17,18.67,Extreme Heat,Fire,High
291.2,7.99,0.37,71.6,28.5,2596.0,141.2,0.4,0.14,0.52,Cyclone,Flood,High
314.6,10.74,0.84,47.0,20.6,4735.0,218.2,0.9,0.7,1.75,Heavy Rain,Flood,Critical
268.0,6.61,0.53,100.4,22.8,1946.0,17.4,0.55,0.55,8.38,Cyclone,Infrastructure Failure,High
22.2,2.17,0.39,16.7,31.4,7328.0,1020.0,0.83,0.85,12.47,Earthquake,Fire,High
139.1,2.81,0.55,22.5,28.9,565.0,522.9,0.19,0.62,0.75,Heavy Rain,Flood,Medium
58.8,3.51,0.62,11.1,21.2,7976.0,566.7,0.57,0.71,7.82,Earthquake,Fire,Medium
162.3,1.73,0.34,111.1,29.9,5426.0,90.1,0.42,0.72,8.69,Cyclone,Infrastructure Failure,Medium
32.3,2.87,0.53,34.8,21.9,830.0,933.7,0.67,0.88,4.15,Earthquake,Fire,Medium
136.5,2.94,0.47,103.2,25.2,125.0,97.3,0.54,0.76,8.86,Cyclone,Infrastructure Failure,Medium
137.9,7.93,0.79,39.5,23.4,4646.0,283.8,0.34,0.14,6.7,Heavy Rain,Flood,High
57.2,1.57,0.77,17.3,18.7,4711.0,1906.4,0.72,0.27,5.12,Landslide Trigger,Landslide,High
10.9,2.0,0.17,12.4,41.3,708.0,830.8,0.66,0.43,16.71,Extreme Heat,Fire,High
245.2,9.11,0.7,46.6,26.7,5884.0,495.9,0.89,0.17,1.29,Heavy Rain,Flood,Critical
157.2,2.55,0.85,47.5,16.0,5207.0,2154.1,0.46,0.35,3.53,Landslide Trigger,Landslide,High
72.7,2.84,0.7,112.3,23.3,4457.0,49.5,0.69,0.1,0.96,Cyclone,Infrastructure Failure,High
174.5,1.51,0.92,55.8,23.8,5743.0,2252.4,0.56,0.33,12.36,Landslide Trigger,Landslide,Critical
3.3,1.15,0.24,11.0,37.6,2943.0,431.9,0.88,0.72,7.36,Extreme Heat,Fire,High
209.9,6.16,0.59,77.7,31.8,4536.0,103.2,0.21,0.38,1.19,Cyclone,Flood,Medium
59.3,3.73,0.5,12.4,25.9,6743.0,671.2,0.24,0.34,3.05,Heavy Rain,Disease Outbreak,Medium
99.7,8.09,0.64,37.6,27.1,8859.0,441.1,0.32,0.37,5.06,Heavy Rain,Disease Outbreak,High
223.8,6.39,0.41,95.7,27.1,8365.0,170.7,0.74,0.48,2.22,Cyclone,Infrastructure Failure,High
54.4,3.64,0.22,12.5,25.9,13336.0,1767.9,0.46,0.37,1.69,Earthquake,Fire,High
146.6,4.07,0.86,53.0,23.0,2199.0,762.4,0.66,0.44,6.61,Heavy Rain,Flood,High
234.4,3.02,0.8,12.4,27.8,1351.0,661.7,0.48,0.59,1.97,Heavy Rain,Flood,High
4.3,1.68,0.14,6.9,34.0,10517.0,109.0,0.43,0.51,20.22,Extreme Heat,Fire,High
75.2,4.31,0.57,42.5,27.1,176.0,791.4,0.39,0.15,11.7,Landslide Trigger,Landslide,Medium
125.2,2.89,0.52,99.7,25.3,1738.0,264.4,0.22,0.29,11.03,Cyclone,Infrastructure Failure,Medium
331.8,7.64,0.66,16.7,23.4,6995.0,230.0,0.13,0.51,7.55,Heavy Rain,Flood,High
124.3,6.2,0.91,33.7,22.0,3235.0,174.2,0.47,0.25,6.42,Heavy Rain,Flood,High
160.3,11.14,0.7,28.0,24.3,730.0,625.4,0.58,0.65,2.79,Heavy Rain,Flood,High
211.1,6.29,0.67,18.4,27.4,3612.0,1270.0,0.54,0.23,9.73,Landslide Trigger,Landslide,High
299.2,9.73,0.72,32.0,19.4,1291.0,76.3,0.91,0.76,2.78,Heavy Rain,Flood,Critical
52.8,2.31,0.23,34.4,22.5,6729.0,279.9,0.85,0.06,10.38,Earthquake,Fire,High
342.5,4.94,0.42,48.2,28.4,5467.0,481.0,0.76,0.85,4.64,Heavy Rain,Flood,High
44.2,3.89,0.65,8.5,32.0,3138.0,1124.6,0.1,0.51,8.36,Earthquake,Disease Outbreak,Medium
69.7,1.25,0.36,33.2,23.6,2445.0,820.5,0.62,0.77,9.37,Earthquake,Fire,Medium
6.8,2.13,0.21,16.8,43.2,286.0,651.6,0.2,0.31,14.84,Extreme Heat,Fire,High
143.3,8.56,0.41,44.0,21.2,878.0,254.9,0.85,0.13,4.27,Heavy Rain,Flood,High
196.6,10.14,0.76,23.2,23.0,7256.0,568.3,0.36,0.95,7.79,Heavy Rain,Flood,High
51.2,2.75,0.88,19.0,18.7,4297.0,197.3,0.61,0.26,3.47,Heavy Rain,Disease Outbreak,High
160.8,6.56,0.87,29.5,27.8,215.0,1817.2,0.2,0.71,1.87,Landslide Trigger,Landslide,Medium
84.1,4.07,0.54,56.4,18.8,120.0,2216.3,0.47,0.07,14.23,Landslide Trigger,Landslide,High
72.7,2.31,0.19,8.3,22.7,6571.0,2071.5,0.38,0.09,14.17,Earthquake,Fire,Medium
77.9,0.56,0.62,16.1,15.2,10885.0,1531.7,0.19,0.21,19.63,Earthquake,Disease Outbreak,High
45.2,2.73,0.52,10.4,34.2,2585.0,1423.3,0.42,0.93,17.09,Earthquake,Fire,Medium
242.1,10.3,0.95,40.4,24.6,817.0,12.8,0.22,0.28,0.42,Heavy Rain,Flood,High
113.2,3.16,0.69,19.4,14.6,1979.0,1747.9,0.62,0.79,8.52,Landslide Trigger,Landslide,High
145.5,6.63,0.87,139.8,26.7,2731.0,259.7,0.93,0.52,2.21,Cyclone,Infrastructure Failure,High
280.5,4.76,0.9,115.0,22.5,206.0,236.8,0.79,0.3,3.37,Cyclone,Infrastructure Failure,High
245.1,3.81,0.42,152.5,26.0,2731.0,242.5,0.87,0.66,7.36,Cyclone,Infrastructure Failure,Critical
183.2,10.26,0.51,34.5,29.4,3492.0,504.1,0.81,0.9,6.55,Heavy Rain,Flood,High
140.1,4.03,0.68,41.6,20.7,11202.0,13.2,0.68,0.41,2.81,Heavy Rain,Disease Outbreak,High
2.9,1.21,0.1,8.7,46.7,279.0,897.9,0.35,0.47,5.77,Extreme Heat,Fire,High
117.6,5.21,0.52,44.8,26.6,7772.0,511.6,0.92,0.21,3.16,Heavy Rain,Disease Outbreak,High
17.8,2.34,0.2,18.1,26.6,2602.0,1172.5,0.91,0.24,7.29,Earthquake,Fire,High
266.1,2.89,0.44,34.8,19.3,2763.0,27.7,0.68,0.23,1.45,Heavy Rain,Flood,High
210.4,2.96,0.67,99.1,29.2,114.0,398.0,0.85,0.11,11.26,Cyclone,Infrastructure Failure,Critical
364.5,5.04,0.62,14.1,19.3,3119.0,584.1,0.69,0.74,7.56,Heavy Rain,Flood,High
101.0,1.86,0.3,93.3,24.7,525.0,29.6,0.87,0.18,2.24,Cyclone,Infrastructure Failure,High
8.1,1.69,0.21,8.5,38.5,769.0,65.1,0.56,0.67,11.1,Extreme Heat,Fire,High
225.6,6.41,0.62,47.9,20.6,1839.0,590.0,0.32,0.47,6.08,Heavy Rain,Flood,High
7.5,0.66,0.21,10.6,25.1,8855.0,1875.6,0.91,0.91,5.48,Earthquake,Fire,High
256.1,4.41,0.34,114.0,28.1,2371.0,340.7,0.36,0.22,11.95,Cyclone,Infrastructure Failure,High
0.4,2.28,0.43,29.7,25.1,5971.0,2020.4,0.18,0.82,12.93,Earthquake,Landslide,Medium
202.0,2.02,0.59,56.7,14.5,3600.0,1325.1,0.81,0.37,5.39,Landslide Trigger,Landslide,High
6.4,2.46,0.29,36.4,40.1,4129.0,226.0,0.15,0.29,11.47,Extreme Heat,Fire,High
65.4,6.39,0.88,11.1,26.1,3886.0,746.7,0.93,0.92,1.97,Heavy Rain,Flood,High
127.5,3.4,0.49,41.6,26.7,695.0,542.6,0.57,0.49,2.76,Heavy Rain,Flood,Medium
290.5,6.47,0.6,23.2,20.5,1463.0,219.9,0.08,0.22,0.85,Heavy Rain,Flood,High
59.7,1.64,0.48,26.5,26.6,4394.0,2111.2,0.91,0.83,1.41,Earthquake,Fire,Medium
105.4,5.44,0.5,37.1,26.5,3857.0,260.5,0.43,0.82,4.36,Heavy Rain,Flood,High
238.3,2.02,0.67,82.4,28.1,1759.0,383.0,0.31,0.26,10.56,Cyclone,Infrastructure Failure,Medium
42.6,0.9,0.42,5.0,21.5,4257.0,522.9,0.36,0.13,19.45,Earthquake,Disease Outbreak,Medium
169.5,3.21,0.62,139.4,28.8,8487.0,255.3,0.89,0.51,6.54,Cyclone,Infrastructure Failure,Critical
4.6,1.42,0.11,27.3,41.0,2190.0,110.9,0.85,0.56,6.55,Extreme Heat,Fire,Critical
274.9,5.55,0.73,30.1,25.9,1223.0,50.0,0.34,0.91,4.0,Heavy Rain,Flood,High
110.3,5.3,0.7,48.8,23.0,1287.0,597.7,0.4,0.37,6.87,Heavy Rain,Flood,High
12.5,0.59,0.14,28.8,41.9,804.0,403.9,0.44,0.5,14.42,Extreme Heat,Fire,High
273.3,3.59,0.82,121.2,22.2,18000.0,291.2,0.84,0.32,0.52,Cyclone,Infrastructure Failure,Critical
20.6,1.84,0.33,16.2,21.4,6086.0,1385.4,0.78,0.48,4.12,Earthquake,Fire,Medium
260.2,3.48,0.31,118.8,27.0,11313.0,229.0,0.62,0.74,10.8,Cyclone,Infrastructure Failure,Critical
77.7,3.95,0.83,29.4,23.4,755.0,253.8,0.61,0.21,4.9,Heavy Rain,Flood,High
1.0,1.16,0.12,36.1,34.8,2199.0,175.4,0.09,0.06,14.62,Extreme Heat,Fire,High
14.8,1.82,0.16,21.5,37.7,6961.0,323.5,0.22,0.81,16.93,Extreme Heat,Fire,High
9.7,1.25,0.17,9.2,33.3,10379.0,1037.8,0.84,0.73,2.48,Earthquake,Fire,High
358.0,4.48,0.89,41.0,28.4,4865.0,639.6,0.29,0.35,2.84,Heavy Rain,Flood,High
8.6,3.77,0.3,20.6,22.8,4924.0,2113.8,0.82,0.44,7.37,Earthquake,Fire,Medium
132.1,7.48,0.85,131.7,24.5,2847.0,355.9,0.8,0.22,4.71,Cyclone,Infrastructure Failure,High
308.9,7.87,0.92,17.7,23.0,481.0,667.9,0.94,0.3,0.25,Heavy Rain,Flood,Critical
274.1,2.1,0.67,48.9,23.2,6034.0,1562.2,0.26,0.45,8.42,Landslide Trigger,Landslide,High
101.3,7.86,0.55,25.0,23.7,3806.0,31.1,0.44,0.83,0.83,Heavy Rain,Flood,Medium
206.7,1.05,0.78,19.2,24.9,3774.0,2383.0,0.26,0.44,8.44,Landslide Trigger,Landslide,High
261.1,2.84,0.46,102.3,29.8,418.0,153.5,0.38,0.69,11.14,Cyclone,Infrastructure Failure,Medium
124.6,8.41,0.5,12.5,19.5,5192.0,744.7,0.35,0.58,4.46,Heavy Rain,Flood,High
163.6,9.07,0.75,129.4,22.5,8512.0,222.1,0.28,0.29,5.66,Cyclone,Infrastructure Failure,High
138.7,2.46,0.56,53.6,21.8,1160.0,2122.7,0.54,0.12,12.64,Landslide Trigger,Landslide,High
13.7,1.31,0.17,15.6,40.4,5249.0,241.5,0.8,0.32,10.62,Extreme Heat,Fire,Critical
7.0,2.25,0.07,36.1,37.1,2676.0,617.1,0.82,0.14,15.4,Extreme Heat,Fire,Critical
27.8,2.38,0.56,11.5,31.1,4653.0,909.2,0.13,0.51,4.59,Earthquake,Disease Outbreak,Medium
5.1,1.75,0.45,21.7,23.1,2047.0,972.5,0.91,0.82,5.31,Earthquake,Fire,Medium
2.2,0.56,0.33,23.4,41.5,2204.0,707.0,0.92,0.65,9.24,Extreme Heat,Fire,High
100.7,3.7,0.52,44.5,21.5,695.0,26.9,0.06,0.26,7.56,Heavy Rain,Flood,Medium
93.5,4.88,0.85,143.5,27.0,993.0,167.3,0.1,0.9,6.7,Cyclone,Infrastructure Failure,Low
111.6,4.29,0.67,32.1,18.2,3784.0,126.9,0.26,0.43,3.09,Heavy Rain,Flood,Medium
173.8,6.33,0.65,21.0,20.8,1869.0,1893.4,0.07,0.08,2.54,Landslide Trigger,Landslide,High
155.9,2.79,0.89,42.1,20.4,232.0,1215.9,0.85,0.95,7.96,Landslide Trigger,Landslide,High
109.9,3.58,0.48,39.7,25.9,2011.0,679.9,0.6,0.67,6.04,Heavy Rain,Flood,Medium
7.7,1.45,0.24,24.5,43.0,3394.0,559.3,0.52,0.66,18.54,Extreme Heat,Fire,High
147.9,2.45,0.5,40.2,22.3,1704.0,2344.1,0.23,0.11,6.06,Landslide Trigger,Landslide,High
305.0,4.75,0.75,40.9,23.7,1173.0,702.3,0.86,0.83,3.61,Heavy Rain,Flood,High
13.1,0.59,0.19,13.6,34.4,7126.0,1250.8,0.46,0.33,8.09,Earthquake,Fire,High
265.9,6.1,0.89,38.1,25.1,13302.0,758.7,0.31,0.76,9.03,Landslide Trigger,Landslide,High
211.9,2.86,0.84,17.6,25.6,1204.0,77.7,0.25,0.17,7.58,Heavy Rain,Flood,High
75.7,2.99,0.52,20.0,24.5,1007.0,286.5,0.93,0.77,11.64,Earthquake,Fire,Medium
186.3,3.86,0.86,15.5,20.3,5050.0,177.1,0.33,0.13,4.5,Heavy Rain,Flood,High
151.5,5.49,0.6,24.9,27.3,5375.0,2308.3,0.22,0.24,14.87,Landslide Trigger,Landslide,High
121.7,2.91,0.94,50.5,24.1,5730.0,771.9,0.2,0.83,13.73,Landslide Trigger,Landslide,Medium
105.3,1.49,0.8,44.4,15.3,3730.0,1037.7,0.71,0.24,14.9,Landslide Trigger,Landslide,High
51.3,3.72,0.45,82.3,24.1,5593.0,232.0,0.22,0.47,4.0,Cyclone,Infrastructure Failure,Medium
43.3,3.89,0.53,59.0,25.1,2972.0,1380.2,0.73,0.22,2.21,Landslide Trigger,Landslide,High
8.5,2.13,0.28,33.1,46.3,2792.0,845.2,0.76,0.68,11.33,Extreme Heat,Fire,Critical
298.8,1.61,0.51,86.7,24.9,383.0,92.9,0.72,0.67,8.54,Cyclone,Infrastructure Failure,High
3.8,1.01,0.24,31.7,46.3,2887.0,769.9,0.87,0.78,24.19,Extreme Heat,Fire,High
345.2,2.6,0.96,31.3,27.6,1113.0,110.5,0.31,0.16,3.23,Heavy Rain,Flood,High
64.5,0.53,0.31,10.2,26.8,2244.0,596.6,0.64,0.16,5.92,Earthquake,Fire,Medium
107.9,4.72,0.96,27.9,25.2,346.0,200.8,0.08,0.47,3.97,Heavy Rain,Flood,Medium
181.6,3.73,0.8,54.7,22.7,5799.0,503.4,0.47,0.71,7.71,Heavy Rain,Flood,High
92.3,7.11,0.56,17.3,23.1,2050.0,113.5,0.53,0.18,5.62,Heavy Rain,Flood,High
11.2,2.54,0.64,7.9,20.7,6777.0,1919.3,0.52,0.42,2.37,Earthquake,Landslide,High
113.6,3.88,0.48,144.1,30.0,1051.0,269.5,0.61,0.46,9.61,Cyclone,Infrastructure Failure,High
11.7,1.12,0.24,35.9,39.6,1459.0,78.6,0.66,0.91,13.87,Extreme Heat,Fire,High
210.3,6.7,0.78,14.7,21.0,143.0,736.0,0.23,0.66,5.39,Heavy Rain,Flood,High
236.4,8.22,0.48,148.4,28.1,519.0,280.1,0.92,0.16,7.2,Cyclone,Infrastructure Failure,Critical
98.8,8.01,0.67,139.6,27.7,218.0,153.9,0.82,0.26,11.07,Cyclone,Infrastructure Failure,High
12.7,0.78,0.22,36.1,40.6,4368.0,677.0,0.88,0.45,20.51,Extreme Heat,Fire,Critical
76.7,1.88,0.45,73.6,28.1,217.0,78.1,0.8,0.58,0.56,Cyclone,Infrastructure Failure,High
28.6,3.63,0.19,34.4,27.3,4712.0,444.4,0.44,0.83,13.9,Earthquake,Fire,Medium
76.2,2.67,0.54,24.5,17.3,1884.0,2235.3,0.53,0.86,2.09,Landslide Trigger,Landslide,Medium
79.8,3.14,0.64,28.6,34.3,1745.0,1570.6,0.63,0.37,2.52,Earthquake,Landslide,Medium
140.2,7.7,0.94,11.6,27.2,8642.0,581.0,0.74,0.52,7.72,Heavy Rain,Flood,High
117.4,7.41,0.84,50.3,27.5,1392.0,164.3,0.06,0.23,4.84,Heavy Rain,Flood,High
67.2,6.06,0.62,27.8,27.4,1168.0,1158.2,0.16,0.14,1.13,Landslide Trigger,Landslide,High
75.6,7.84,0.51,26.3,28.3,2305.0,345.2,0.41,0.73,7.33,Heavy Rain,Flood,Medium
57.6,1.54,0.8,36.9,25.1,3004.0,2232.5,0.5,0.93,6.44,Landslide Trigger,Landslide,High
254.4,8.79,0.45,133.4,24.9,162.0,87.5,0.92,0.18,11.34,Cyclone,Infrastructure Failure,High
236.7,2.66,0.66,24.8,22.2,150.0,1096.2,0.11,0.14,10.2,Landslide Trigger,Landslide,High
6.3,2.13,0.32,13.6,42.0,1783.0,696.2,0.52,0.17,8.64,Extreme Heat,Fire,High
46.2,1.92,0.79,18.3,16.7,781.0,1075.7,0.87,0.07,2.09,Landslide Trigger,Landslide,High
206.4,4.58,0.7,115.9,24.5,5633.0,339.6,0.42,0.94,5.95,Cyclone,Infrastructure Failure,Medium
11.6,2.43,0.2,21.6,44.6,1356.0,794.7,0.77,0.24,24.18,Extreme Heat,Fire,High
177.3,2.94,0.51,148.5,23.6,512.0,254.8,0.34,0.56,7.16,Cyclone,Infrastructure Failure,Medium
80.5,7.9,0.88,80.4,24.1,1158.0,184.7,0.07,0.54,9.0,Cyclone,Flood,Medium
76.5,1.87,0.36,34.1,28.9,11855.0,1596.2,0.67,0.86,11.69,Earthquake,Fire,High
207.9,5.41,0.63,28.7,25.0,1018.0,993.4,0.79,0.15,8.88,Landslide Trigger,Landslide,High
239.1,4.62,0.59,39.4,18.0,309.0,1046.9,0.94,0.08,5.92,Landslide Trigger,Landslide,High
9.9,1.24,0.24,17.5,43.4,487.0,661.7,0.64,0.3,17.88,Extreme Heat,Fire,High
37.8,4.82,0.56,104.4,29.8,300.0,127.0,0.67,0.56,3.85,Cyclone,Infrastructure Failure,High
124.3,7.14,0.62,104.6,27.6,1191.0,256.4,0.18,0.19,7.95,Cyclone,Infrastructure Failure,Medium
9.6,2.25,0.17,10.9,44.6,3087.0,752.6,0.82,0.06,22.25,Extreme Heat,Fire,Critical
85.4,3.33,0.81,13.1,24.0,6639.0,383.4,0.2,0.37,2.55,Heavy Rain,Disease Outbreak,High
305.5,2.77,0.79,46.7,29.2,2925.0,702.3,0.12,0.28,2.62,Heavy Rain,Flood,High
55.4,4.02,0.83,93.0,28.2,11276.0,176.2,0.32,0.61,5.56,Cyclone,Infrastructure Failure,High
188.6,3.05,0.68,46.6,19.2,4726.0,65.0,0.7,0.56,1.31,Heavy Rain,Flood,High
204.5,10.49,0.84,46.5,27.8,6500.0,517.7,0.88,0.07,3.72,Heavy Rain,Flood,Critical
67.0,11.13,0.56,49.3,22.7,645.0,104.1,0.27,0.49,0.74,Heavy Rain,Flood,High
281.5,11.38,0.66,33.3,24.3,128.0,436.2,0.05,0.14,4.19,Heavy Rain,Flood,High
83.5,8.84,0.52,50.3,29.1,1115.0,781.0,0.51,0.21,7.52,Heavy Rain,Flood,High
233.5,6.33,0.89,34.5,24.6,4578.0,595.2,0.43,0.95,1.56,Landslide Trigger,Flood,Medium
56.3,8.35,0.59,138.6,31.0,9674.0,366.8,0.19,0.12,3.64,Cyclone,Infrastructure Failure,High
146.5,8.13,0.58,138.8,30.0,301.0,87.7,0.86,0.32,11.39,Cyclone,Infrastructure Failure,High
40.0,1.98,0.24,15.7,18.9,2249.0,488.4,0.77,0.56,4.55,Earthquake,Fire,Medium
344.8,8.23,0.8,40.0,23.4,6388.0,554.6,0.75,0.27,0.65,Heavy Rain,Flood,Critical
224.3,1.08,0.6,17.9,24.9,114.0,1911.7,0.5,0.68,12.39,Landslide Trigger,Landslide,High
2.3,1.8,0.08,11.3,40.7,755.0,595.1,0.23,0.26,5.35,Extreme Heat,Fire,High
124.8,6.06,0.78,29.7,27.3,260.0,578.2,0.84,0.12,1.1,Heavy Rain,Flood,High
70.1,1.68,0.68,115.3,32.9,1587.0,355.3,0.32,0.19,4.99,Cyclone,Infrastructure Failure,Medium
73.1,1.79,0.55,25.8,18.3,14147.0,2323.2,0.39,0.46,9.1,Landslide Trigger,Landslide,High
117.9,2.1,0.57,57.5,27.8,1863.0,489.8,0.22,0.38,3.1,Landslide Trigger,Landslide,Medium
64.9,5.15,0.46,93.4,23.0,1376.0,174.1,0.84,0.81,11.8,Cyclone,Infrastructure Failure,High
76.2,3.27,0.48,30.7,16.5,4797.0,1045.1,0.92,0.75,19.8,Earthquake,Infrastructure Failure,Medium
338.7,8.86,0.84,33.5,29.1,3677.0,661.8,0.32,0.08,6.77,Heavy Rain,Flood,Critical
264.6,4.52,0.64,21.7,25.6,3415.0,2073.0,0.38,0.32,12.4,Landslide Trigger,Landslide,High
52.8,10.0,0.45,38.4,24.0,203.0,426.1,0.75,0.1,7.42,Heavy Rain,Flood,High
49.2,3.58,0.53,50.5,21.4,3135.0,458.1,0.78,0.44,1.57,Landslide Trigger,Infrastructure Failure,Medium
44.4,3.3,0.46,11.7,27.3,3204.0,1400.8,0.92,0.23,14.95,Earthquake,Fire,Medium
76.1,2.38,0.49,8.0,22.6,231.0,1704.2,0.54,0.13,14.43,Earthquake,Landslide,Medium
298.9,8.68,0.31,141.6,32.1,1967.0,144.7,0.64,0.36,8.66,Cyclone,Infrastructure Failure,High
156.4,6.32,0.48,47.4,22.2,2297.0,326.1,0.54,0.91,7.16,Heavy Rain,Flood,Medium
342.6,4.03,0.67,53.7,22.5,488.0,303.5,0.72,0.74,1.64,Heavy Rain,Flood,High
369.8,9.46,0.54,11.8,29.8,7665.0,279.0,0.58,0.24,2.56,Heavy Rain,Flood,Critical
343.4,11.44,0.45,48.8,22.7,11703.0,424.0,0.29,0.24,7.33,Heavy Rain,Flood,Critical
1.2,1.62,0.05,19.4,35.0,5870.0,376.6,0.24,0.35,2.92,Extreme Heat,Fire,High
264.9,7.47,0.43,66.8,29.9,1986.0,159.3,0.36,0.46,9.22,Cyclone,Flood,Medium
297.0,10.62,0.43,33.6,18.4,1536.0,380.0,0.89,0.62,7.09,Heavy Rain,Flood,High
264.2,5.54,0.55,25.4,19.5,2140.0,740.2,0.91,0.44,7.93,Landslide Trigger,Landslide,High
228.6,6.65,0.9,24.4,20.9,1532.0,1095.5,0.79,0.46,6.6,Landslide Trigger,Landslide,High
165.7,6.89,0.53,37.0,24.8,976.0,702.3,0.83,0.34,9.56,Landslide Trigger,Landslide,High
119.0,4.59,0.58,27.8,19.8,3029.0,1107.3,0.56,0.64,8.35,Landslide Trigger,Landslide,High
151.6,3.64,0.84,48.3,21.1,2539.0,331.6,0.64,0.09,4.04,Heavy Rain,Disease Outbreak,High
224.8,2.0,0.58,138.6,27.0,7143.0,63.9,0.74,0.42,11.82,Cyclone,Infrastructure Failure,Critical
2.8,2.38,0.21,34.8,38.8,2461.0,315.1,0.18,0.25,24.67,Extreme Heat,Fire,High
38.6,0.65,0.38,17.6,30.6,738.0,813.1,0.58,0.13,19.67,Earthquake,Fire,Medium
292.2,11.45,0.88,35.0,23.8,14592.0,669.7,0.41,0.94,7.49,Heavy Rain,Flood,Critical
2.3,1.01,0.08,14.5,44.8,3291.0,770.6,0.51,0.69,19.91,Extreme Heat,Fire,High
179.0,10.07,0.79,41.4,24.4,1636.0,709.3,0.75,0.49,2.09,Heavy Rain,Flood,High
343.4,5.62,0.61,50.0,23.6,1136.0,417.7,0.64,0.16,2.73,Heavy Rain,Flood,High
267.4,7.73,0.41,125.9,28.6,1783.0,77.9,0.68,0.62,3.35,Cyclone,Infrastructure Failure,High
42.6,3.19,0.53,23.5,30.7,3154.0,768.7,0.79,0.54,17.74,Earthquake,Fire,Medium
17.5,2.4,0.34,25.9,24.5,3792.0,1847.6,0.25,0.94,13.88,Earthquake,Fire,Medium
327.8,9.6,0.59,34.1,19.6,2677.0,435.4,0.63,0.4,1.25,Heavy Rain,Flood,Critical
159.7,6.25,0.55,50.6,16.4,4735.0,473.4,0.41,0.84,3.6,Landslide Trigger,Landslide,Medium
223.2,2.7,0.82,15.0,27.5,4684.0,142.8,0.91,0.38,2.83,Heavy Rain,Flood,High
323.7,4.22,0.87,39.6,20.3,1645.0,249.0,0.23,0.63,1.14,Heavy Rain,Flood,High
