osm_id,name,facility_type,latitude,longitude,state,source
3491011540,Aruthra Hospital,hospital,11.2264666,78.1631524,Tamil Nadu,OpenStreetMap
3491011541,Ilamurugan Hospital,hospital,11.2248399,78.166586,Tamil Nadu,OpenStreetMap
3491021005,Annai Eye Hospital,hospital,11.2241645,78.1641366,Tamil Nadu,OpenStreetMap
3491021006,Bharathi Hospital,hospital,11.2342127,78.1659819,Tamil Nadu,OpenStreetMap
3491021007,"Maruthi Hospital, Namakkal",hospital,11.2456461,78.1655518,Tamil Nadu,OpenStreetMap
3491021008,Nila Hospital,hospital,11.2453699,78.1658075,Tamil Nadu,OpenStreetMap
3491021009,Balaji Hospital,hospital,11.2439036,78.1666504,Tamil Nadu,OpenStreetMap
3514125525,Odiensalai Police Station,police,11.9301028,79.8240574,Tamil Nadu,OpenStreetMap
3517284156,"PHC, Mettupalayam",hospital,11.9397719,79.7879897,Tamil Nadu,OpenStreetMap
3519925423,Divisional Hodpital Pungudutivu,hospital,9.5725062,79.8301305,Tamil Nadu,OpenStreetMap
3520480026,Dhanvantari Police Station,police,11.9485822,79.796655,Tamil Nadu,OpenStreetMap
3522855862,Vijaya Hospital,hospital,9.0041529,76.7865016,Tamil Nadu,OpenStreetMap
3522971021,"Family Health Centre, Vilakkudy",hospital,9.0257005,76.8499253,Tamil Nadu,OpenStreetMap
3522971024,Joseph Francis,hospital,9.0257248,76.8500161,Tamil Nadu,OpenStreetMap
3526244056,"Mercy Hospital, Kollam",hospital,8.9639082,76.8349666,Tamil Nadu,OpenStreetMap
3530236249,Nachchikuda Police Station,police,9.3124009,80.1598885,Tamil Nadu,OpenStreetMap
3539255560,Akkarayan,police,9.3115156,80.307877,Tamil Nadu,OpenStreetMap
3541724258,Kailas Dental Hospital,hospital,8.8885914,76.5990466,Tamil Nadu,OpenStreetMap
3541798347,Sanghi Medical Centre (P) Ltd,hospital,12.9517397,77.6994832,Tamil Nadu,OpenStreetMap
3544012135,Our Lady Of Health Hospital,hospital,10.7712003,79.1365736,Tamil Nadu,OpenStreetMap
3553448892,Omantai Police Station,police,8.8471667,80.4978543,Tamil Nadu,OpenStreetMap
3555393844,"Sri Sai Krupa Hospital, Bengaluru Urban",hospital,13.0294181,77.5593857,Tamil Nadu,OpenStreetMap
3555653071,NSS Medical Mission Hospital,hospital,9.4390911,76.5437928,Tamil Nadu,OpenStreetMap
3556103531,ALDOS Medical Service Pvt LTD,hospital,12.9826672,77.6381036,Tamil Nadu,OpenStreetMap
3560272833,"Manu Memorial Hospital, Manjeri",hospital,11.1284545,76.1162278,Tamil Nadu,OpenStreetMap
3564749671,Fire Brigade,fire_station,9.6738716,80.0332872,Tamil Nadu,OpenStreetMap
3571694093,Rathinapuri Police Station,police,11.0250344,76.9715748,Tamil Nadu,OpenStreetMap
3579616753,Police Aid Post,police,9.5953316,76.5281479,Tamil Nadu,OpenStreetMap
3587798511,St Joseph Hospital,hospital,9.0927463,76.859356,Tamil Nadu,OpenStreetMap
3587827150,MVM,hospital,9.0940049,76.8536903,Tamil Nadu,OpenStreetMap
3589225441,Customs,police,9.9691797,76.2512745,Tamil Nadu,OpenStreetMap
3591907532,Thirukovilur Police Station,police,11.9664139,79.2020996,Tamil Nadu,OpenStreetMap
3594375193,Ponmudi Wireless Repeater Station,police,8.7649869,77.1096998,Tamil Nadu,OpenStreetMap
3596879689,"Government Primary Health Centre, Lawspet",hospital,11.9545461,79.8187021,Tamil Nadu,OpenStreetMap
3605735139,Facility_3605735139,hospital,12.9575283,76.1421367,Tamil Nadu,OpenStreetMap
3607116665,Government Hospital,hospital,12.8870605,77.603414,Tamil Nadu,OpenStreetMap
3607404261,Rajashree Granthim hospital,hospital,12.8893134,77.602422,Tamil Nadu,OpenStreetMap
3614716424,Facility_3614716424,substation,10.4409135,76.2054274,Tamil Nadu,OpenStreetMap
3619272860,"Police Station ,Cherpu",police,10.4405044,76.2107543,Tamil Nadu,OpenStreetMap
3630605049,Panacea Hospital,hospital,12.2599361,76.6443444,Tamil Nadu,OpenStreetMap
3630708635,Medical Shop,hospital,12.291938,76.6251452,Tamil Nadu,OpenStreetMap
3630719491,Government Hospital,hospital,12.2594555,76.6449273,Tamil Nadu,OpenStreetMap
3630731625,Mysore Beedi Hospital,hospital,12.32895,76.6878529,Tamil Nadu,OpenStreetMap
3630740152,Sushrutha Eye Hospital,hospital,12.306409,76.6455915,Tamil Nadu,OpenStreetMap
3630828611,Vidyaranyapuram Police Station,police,12.263648,76.6447279,Tamil Nadu,OpenStreetMap
3633415798,Sri Laxmi Hospital,hospital,12.8504718,77.6553058,Tamil Nadu,OpenStreetMap
3648909388,B N Shankar Nursing Home,hospital,12.3353286,76.6645852,Tamil Nadu,OpenStreetMap
3655700009,Ayurveda Hospital,hospital,9.4326993,77.0820676,Tamil Nadu,OpenStreetMap
3655700010,Cardiology Centre,hospital,9.4329586,77.0824873,Tamil Nadu,OpenStreetMap
3655700011,Govt. Dispensary,hospital,9.4331961,77.0824233,Tamil Nadu,OpenStreetMap
3662073367,Health Centre,hospital,10.8297702,76.4178207,Tamil Nadu,OpenStreetMap
3662097459,Facility_3662097459,police,10.894739,76.3883861,Tamil Nadu,OpenStreetMap
3664004950,Chellam Hospital,hospital,12.9012946,80.1583761,Tamil Nadu,OpenStreetMap
3665944325,Chettikulam Hospital,hospital,8.6591013,80.312435,Tamil Nadu,OpenStreetMap
3671907239,Wipro First Aid Clinic,hospital,12.8377272,77.6584571,Tamil Nadu,OpenStreetMap
3674339125,Tellipalai Police,police,9.7763889,80.0300051,Tamil Nadu,OpenStreetMap
3675363214,Santhi Clinic And Hospital,hospital,10.1470025,76.2294297,Tamil Nadu,OpenStreetMap
3676241139,Police Aid Post,police,10.1196694,76.3427074,Tamil Nadu,OpenStreetMap
3677098164,Facility_3677098164,hospital,10.7715638,78.8011148,Tamil Nadu,OpenStreetMap
3686857438,Boiler Plant Police Station,police,10.7710082,78.795665,Tamil Nadu,OpenStreetMap
3687711447,Kaya Skin clinic,hospital,12.9767775,80.2223505,Tamil Nadu,OpenStreetMap
3696223358,Kotagiri Medical Fellowship Hospital,hospital,11.4348162,76.859762,Tamil Nadu,OpenStreetMap
3696471427,Mangala Hospital,hospital,13.0047689,76.1075614,Tamil Nadu,OpenStreetMap
3702797921,Madras Medical Mission Hospital - Institute of Cardio Vascular Diseases,hospital,13.0859961,80.1870589,Tamil Nadu,OpenStreetMap
3709600235,Sanjeevini Hospital,hospital,13.0158383,76.099952,Tamil Nadu,OpenStreetMap
3710210170,Krishna Nursing Home,hospital,12.9474222,77.5986921,Tamil Nadu,OpenStreetMap
3714125744,"Shifa Hospital, Bengaluru Urban",hospital,12.9900105,77.5988107,Tamil Nadu,OpenStreetMap
3718969284,Gudalur Adivasi Hospital,hospital,11.5020267,76.4990803,Tamil Nadu,OpenStreetMap
3719549886,Milann Fertility Center,hospital,12.9159249,77.5856011,Tamil Nadu,OpenStreetMap
3721744073,Daya Hospital,hospital,11.1962065,76.134876,Tamil Nadu,OpenStreetMap
3725710400,Gift IVF center,hospital,12.962951,77.6418711,Tamil Nadu,OpenStreetMap
3730202069,Raja Maternity Hospital,hospital,10.827056,78.6846068,Tamil Nadu,OpenStreetMap
3730202072,Sree Balaji Hospital,hospital,10.8123761,78.7162558,Tamil Nadu,OpenStreetMap
3730202122,Facility_3730202122,police,10.8161847,78.6942025,Tamil Nadu,OpenStreetMap
3734782467,Alvin Hospital,hospital,10.7993396,78.7496107,Tamil Nadu,OpenStreetMap
3734782469,Apollo Speciality Hospitals,hospital,10.80708,78.7111538,Tamil Nadu,OpenStreetMap
3734782484,Gitanjali Hospital,hospital,10.8024873,78.7415659,Tamil Nadu,OpenStreetMap
3738685034,highway police k-24 n paravur,police,10.1483663,76.2310992,Tamil Nadu,OpenStreetMap
3738685036,Office Of Circle Inspector Of Police,police,10.1481672,76.2310425,Tamil Nadu,OpenStreetMap
3738691293,Chelakara Police Station,police,10.6947064,76.3351887,Tamil Nadu,OpenStreetMap
3751329970,Aalva Hospital,hospital,10.6378336,76.950131,Tamil Nadu,OpenStreetMap
3751835432,Primary Health Center,hospital,10.601104,76.9285955,Tamil Nadu,OpenStreetMap
3754713565,"Police Station, Malappuram",police,11.0461159,76.0758304,Tamil Nadu,OpenStreetMap
3761248698,Vidhana Soudha Police Station,police,12.9773726,77.5884362,Tamil Nadu,OpenStreetMap
3764887338,Kottakkal Arya Vaidyasala,hospital,10.7617144,76.2696802,Tamil Nadu,OpenStreetMap
3765219866,Poovarasankulam Divisional Hospital,hospital,8.7524912,80.3671949,Tamil Nadu,OpenStreetMap
3769035747,J.S. hospital,hospital,10.0780964,78.7847736,Tamil Nadu,OpenStreetMap
3773028057,HCG Cancer Hospital,hospital,12.9603157,77.5930493,Tamil Nadu,OpenStreetMap
3778950757,Sector 4 Police Post,police,8.7657607,80.3047633,Tamil Nadu,OpenStreetMap
3781623526,"Vasan Eye Care Hospital, Kuniamuthoor",hospital,10.957713,76.9543156,Tamil Nadu,OpenStreetMap
3783584167,Traffic Police Cabin,police,12.9568555,77.7011085,Tamil Nadu,OpenStreetMap
3804590000,Community Health Centre Ranni Perunnadu,hospital,9.3678012,76.8553176,Tamil Nadu,OpenStreetMap
3804616180,Bethany Hospital,hospital,9.364231,76.8609978,Tamil Nadu,OpenStreetMap
3806218673,Himagiri Diagnostic Central Lab,hospital,9.3631319,76.8634271,Tamil Nadu,OpenStreetMap
3806218675,Shalom Dental Clinic,hospital,9.3630379,76.8644609,Tamil Nadu,OpenStreetMap
3806322006,Private Homeo Clinic,hospital,9.3423654,76.8315007,Tamil Nadu,OpenStreetMap
3806322022,vadasserikkara Police Station,police,9.3404422,76.8295759,Tamil Nadu,OpenStreetMap
3807984417,Govt Ayruvedha Hospital Thulappally,hospital,9.4206653,76.9611466,Tamil Nadu,OpenStreetMap
3808120948,Police Control Room,police,9.4124443,77.0693251,Tamil Nadu,OpenStreetMap
3808120951,Sree Ayyappa Medical Centre,hospital,9.4130599,77.0691961,Tamil Nadu,OpenStreetMap
3809648116,Chaithanya Clinic,hospital,9.4179592,76.9647794,Tamil Nadu,OpenStreetMap
3809648142,Police station,police,9.4197098,76.9401107,Tamil Nadu,OpenStreetMap
3809804226,Assisi Hospital,hospital,9.4487257,76.8716873,Tamil Nadu,OpenStreetMap
3809804246,Kizhakkemuri Homeo Clinic,hospital,9.4471923,76.8777554,Tamil Nadu,OpenStreetMap
3810992545,Chembankulam Homeo Clinic,hospital,9.534461,76.8862156,Tamil Nadu,OpenStreetMap
3811006867,"Police Station, Erumeli",police,9.4781217,76.8455635,Tamil Nadu,OpenStreetMap
3811026553,Devi Clinic,hospital,9.3895787,76.8432551,Tamil Nadu,OpenStreetMap
3812199103,"Community Health Centre, Vechoochira",hospital,9.4248646,76.8531285,Tamil Nadu,OpenStreetMap
3812212603,Cherupusham hosptial,hospital,9.4451429,76.8780243,Tamil Nadu,OpenStreetMap
3812244263,"Police Station,Vechoochira",police,9.4252371,76.8503814,Tamil Nadu,OpenStreetMap
3812325550,Facility_3812325550,hospital,9.4831663,76.8455924,Tamil Nadu,OpenStreetMap
3813524936,Police Signal Control,police,10.0616167,76.2883836,Tamil Nadu,OpenStreetMap
3813524938,Police Aid Post,police,10.0246127,76.3077234,Tamil Nadu,OpenStreetMap
3816541857,Garden Estate Hospital,hospital,9.5380381,77.066144,Tamil Nadu,OpenStreetMap
3816579558,Govt Ayurvedha Hospital,hospital,9.57598,77.055401,Tamil Nadu,OpenStreetMap
3816579573,Muthuplackal Homeo Clinic,hospital,9.572363,76.9954883,Tamil Nadu,OpenStreetMap
3816579578,"Fire and Rescue Station, Perumade",fire_station,9.5754439,76.9920458,Tamil Nadu,OpenStreetMap
3816579583,Police Camp,police,9.5820664,76.9712525,Tamil Nadu,OpenStreetMap
3816579591,Sevanalaya Clinic,hospital,9.5771629,77.0219482,Tamil Nadu,OpenStreetMap
3816579601,Vasan Hospital,hospital,9.5730253,77.092255,Tamil Nadu,OpenStreetMap
3816580642,Primary Health Centre (PHC),hospital,9.7454509,77.1017149,Tamil Nadu,OpenStreetMap
3816607842,St Augestian Hospital,hospital,9.6073413,77.1465936,Tamil Nadu,OpenStreetMap
3816643519,Hyda Ayurvedic Speciality Hospital,hospital,9.6160268,77.1586862,Tamil Nadu,OpenStreetMap
3816643526,"Police station, Kumily",police,9.6094669,77.1703093,Tamil Nadu,OpenStreetMap
3816643551,Usha Clinic,hospital,9.6195004,77.1591462,Tamil Nadu,OpenStreetMap
3816717624,CMC Hospital,hospital,9.5804204,76.9702033,Tamil Nadu,OpenStreetMap
3826775457,Pkm Hospital,hospital,11.0981121,76.2278245,Tamil Nadu,OpenStreetMap
3826930572,"Police Station, Pandikkad",police,11.0960609,76.2229078,Tamil Nadu,OpenStreetMap
3833847469,"Police Station,Kunnamkulam",police,10.6495067,76.0706512,Tamil Nadu,OpenStreetMap
3844693056,Cocoland Panchakarma Centre,hospital,8.3871291,76.9784957,Tamil Nadu,OpenStreetMap
3844717878,Dhanvantari,hospital,8.388934,76.9788445,Tamil Nadu,OpenStreetMap
3847423872,Jayalakshamipuram Police Station,police,12.3235726,76.6128737,Tamil Nadu,OpenStreetMap
3856138162,"District Hospital, Thrissur",hospital,10.5229301,76.2174171,Tamil Nadu,OpenStreetMap
3856171812,West Fort,hospital,10.5183579,76.2038058,Tamil Nadu,OpenStreetMap
3865839230,Sugantha Nursing Home,hospital,9.6712073,80.0215101,Tamil Nadu,OpenStreetMap
3867347215,Senapura (Kagama) Rural Hospital,hospital,8.0919436,80.4706225,Tamil Nadu,OpenStreetMap
3874882210,CEB City Office,substation,9.6662611,80.0124009,Tamil Nadu,OpenStreetMap
3904989125,Immunisation Clinic,hospital,8.5238688,76.9249893,Tamil Nadu,OpenStreetMap
3904989145,"Medical College, Thiruvananthapuram",hospital,8.5209794,76.9226146,Tamil Nadu,OpenStreetMap
3906861191,Vigilance & Anti Corruption,police,8.5119183,76.9527059,Tamil Nadu,OpenStreetMap
3906891758,Astamudi Hospital,hospital,8.8711169,76.6436028,Tamil Nadu,OpenStreetMap
3922114938,Facility_3922114938,hospital,12.123578,78.1574383,Tamil Nadu,OpenStreetMap
3922280181,Health Care Global,hospital,12.9584755,77.5919279,Tamil Nadu,OpenStreetMap
3926512289,Ukkulankulam Police Post,police,8.7501433,80.480554,Tamil Nadu,OpenStreetMap
3926600649,Mankulam Base Hospital,hospital,9.1280175,80.4470247,Tamil Nadu,OpenStreetMap
3926615928,Mankulam Police Station,police,9.1240483,80.4482435,Tamil Nadu,OpenStreetMap
3931996584,Auyuvedic Hospital Vavuniya ,hospital,8.7605684,80.4388746,Tamil Nadu,OpenStreetMap
3932170275,Poovarasankulam Police Station,police,8.7524473,80.3726541,Tamil Nadu,OpenStreetMap
3932334381,Nelukulam Police Station,police,8.7619244,80.4589997,Tamil Nadu,OpenStreetMap
3943325827,Facility_3943325827,shelter,12.9738713,77.5866851,Tamil Nadu,OpenStreetMap
3949438905,Kerala Railway Police Station,police,9.9682328,76.2912524,Tamil Nadu,OpenStreetMap
3951439190,ആലപ്പുഴ ബീച്ച് ആശുപത്രി,hospital,9.4883171,76.3201471,Tamil Nadu,OpenStreetMap
3951446485,PoliceControl Office,police,9.4892801,76.3229581,Tamil Nadu,OpenStreetMap
3955715070,District Cheif of Police,police,9.49413,76.322441,Tamil Nadu,OpenStreetMap
3958933614,Chavakachcheri Police,police,9.6665485,80.1324584,Tamil Nadu,OpenStreetMap
3958960457,Divisional Hospital Pallai,hospital,9.6146574,80.3254895,Tamil Nadu,OpenStreetMap
3958986292,SSP Office,police,9.3481193,80.4090403,Tamil Nadu,OpenStreetMap
3960114763,"Traffic Police Station , Alappuzha",police,9.4918282,76.3313125,Tamil Nadu,OpenStreetMap
3960116237,"Public health centre, Elappara",hospital,9.6323983,76.9794533,Tamil Nadu,OpenStreetMap
3967289227,Pavatkulam Divisional Hospital,hospital,8.7059888,80.4209895,Tamil Nadu,OpenStreetMap
3979120937,Maragatham Hospital,hospital,11.9411824,79.4957252,Tamil Nadu,OpenStreetMap
3979120938,Indumission Hospital,hospital,11.9396558,79.4899477,Tamil Nadu,OpenStreetMap
3979120939,Ananada Hospital,hospital,11.9382623,79.4854322,Tamil Nadu,OpenStreetMap
3982078512,Pavithra Hospital,hospital,13.1260907,80.2488406,Tamil Nadu,OpenStreetMap
3983331257,Neriyakulam Divisional Hospital,hospital,8.6016568,80.3701343,Tamil Nadu,OpenStreetMap
3983676958,Aswini Hospital,hospital,11.9402893,79.4893636,Tamil Nadu,OpenStreetMap
3983676959,Police Station,police,11.9401952,79.4865046,Tamil Nadu,OpenStreetMap
3983763747,Police Station,police,11.9440945,79.4958028,Tamil Nadu,OpenStreetMap
3984744125,District Ayurveda Hospital,hospital,9.4887581,76.3332043,Tamil Nadu,OpenStreetMap
3997947136,Katil Dental clinic,hospital,12.3023267,76.6324517,Tamil Nadu,OpenStreetMap
4009672417,Police Station,police,12.2998992,76.6788982,Tamil Nadu,OpenStreetMap
4019475741,Lakshman Shetty Dental Clinic,hospital,12.325512,76.6218047,Tamil Nadu,OpenStreetMap
4035082180,Skin Clinic,hospital,12.3248493,76.6240479,Tamil Nadu,OpenStreetMap
4043414265,Arsha Ayurvedic Hospital,hospital,8.4204428,76.9727202,Tamil Nadu,OpenStreetMap
4058224470,Facility_4058224470,shelter,12.9929356,77.5951078,Tamil Nadu,OpenStreetMap
4089568090,Thambuttegama Police Station,police,8.1509112,80.2938931,Tamil Nadu,OpenStreetMap
4089580795,Eyyanur Hospital,hospital,11.621898,79.0571295,Tamil Nadu,OpenStreetMap
4097027897,Gulecha Dental Care,hospital,12.9292418,77.5893625,Tamil Nadu,OpenStreetMap
4101097589,J J R Nagar Police station,police,12.9643591,77.5551587,Tamil Nadu,OpenStreetMap
4101824911,SBM Hospital,hospital,9.0533159,76.5357877,Tamil Nadu,OpenStreetMap
4104000610,Rajanganaya Police Station,police,8.1978642,80.151694,Tamil Nadu,OpenStreetMap
4109862321,Ever Green Hospital Pvt Ltd,hospital,9.6613214,80.1681377,Tamil Nadu,OpenStreetMap
4118630490,priya hospital,hospital,10.1751999,76.3302812,Tamil Nadu,OpenStreetMap
4118637690,Mala Police Station,police,10.2398306,76.266745,Tamil Nadu,OpenStreetMap
4118638691,Mala Govt. Hospital,hospital,10.2399929,76.273435,Tamil Nadu,OpenStreetMap
4119100489,Facility_4119100489,shelter,13.0325324,80.2742885,Tamil Nadu,OpenStreetMap
4120736697,"Police Station,Cheruthruthy",police,10.74773,76.2748146,Tamil Nadu,OpenStreetMap
4128460956,Government Primary Health Centre,hospital,12.5875688,76.3504388,Tamil Nadu,OpenStreetMap
4152623694,Kyathasandra Government Hospital,hospital,13.3141459,77.1447513,Tamil Nadu,OpenStreetMap
4152641279,"Kasturba Hospital, Tumakuru",hospital,13.3322772,77.1128231,Tamil Nadu,OpenStreetMap
4153719793,Balaji Nursing Home,hospital,13.3119901,76.9397605,Tamil Nadu,OpenStreetMap
4163508190,Facility_4163508190,shelter,12.8214216,80.2312604,Tamil Nadu,OpenStreetMap
4163531989,Facility_4163531989,shelter,12.8226652,80.2321127,Tamil Nadu,OpenStreetMap
4169482054,THS Hospital,hospital,13.3431407,77.0944108,Tamil Nadu,OpenStreetMap
4171032289,Facility_4171032289,hospital,12.9767055,77.5424167,Tamil Nadu,OpenStreetMap
4178027149,Poonakary Divisional Hospital,hospital,9.5074244,80.2080776,Tamil Nadu,OpenStreetMap
4189843307,Rajbal Skin Clinic,hospital,13.0206063,77.6445361,Tamil Nadu,OpenStreetMap
4191007993,Facility_4191007993,shelter,12.1679591,78.5192384,Tamil Nadu,OpenStreetMap
4191870789,Facility_4191870789,shelter,8.5370879,77.0050817,Tamil Nadu,OpenStreetMap
4199785690,Facility_4199785690,police,10.8523494,77.8485857,Tamil Nadu,OpenStreetMap
4201582948,Cheddikulam Police Station,police,8.6509515,80.3145027,Tamil Nadu,OpenStreetMap
4203857493,Prashanth Hospital,hospital,12.9066637,77.6287463,Tamil Nadu,OpenStreetMap
4209404186,Kangarayankulam Police Station,police,9.067552,80.4990563,Tamil Nadu,OpenStreetMap
4209499020,Avenue Road Police Chowky,police,12.9680176,77.5787039,Tamil Nadu,OpenStreetMap
4210859210,Echchankulam Police Post,police,8.8252867,80.4375844,Tamil Nadu,OpenStreetMap
4214066936,Navajeevan Naturopathy,hospital,8.5282962,76.9412903,Tamil Nadu,OpenStreetMap
4221573903,Shankara Netralaya Eye Hospital,hospital,13.0642564,80.2497746,Tamil Nadu,OpenStreetMap
4239162594,Devi Hospital,hospital,9.9524657,78.136102,Tamil Nadu,OpenStreetMap
4248302921,Dr Rajshekhar Hospital,hospital,12.2906109,76.711371,Tamil Nadu,OpenStreetMap
4249971623,health center,hospital,10.6110625,76.0526127,Tamil Nadu,OpenStreetMap
4250509210,Daya Royal Hospital,hospital,10.6459279,76.0675193,Tamil Nadu,OpenStreetMap
4252037213,Dispensary,hospital,10.6265455,76.1447253,Tamil Nadu,OpenStreetMap
4252094312,sukapuram hospital,hospital,10.7789104,76.0094647,Tamil Nadu,OpenStreetMap
4252095198,"Community Health Center, Edappal",hospital,10.7824283,76.0110118,Tamil Nadu,OpenStreetMap
4252115694,Security Shelter,shelter,10.6276875,76.1467042,Tamil Nadu,OpenStreetMap
4259650392,Ortho One,hospital,11.0018351,77.0328061,Tamil Nadu,OpenStreetMap
4263313808,Dianova Diabetes Center and Hospital,hospital,13.0147612,77.6335463,Tamil Nadu,OpenStreetMap
4275430420,Government Urban Primary Health Center,hospital,11.0827084,76.9427442,Tamil Nadu,OpenStreetMap
4281497789,Rural Health Training Center,hospital,12.1869745,76.7879762,Tamil Nadu,OpenStreetMap
4285718048,Karpagam Faculty Of Medical Sciences And Research,hospital,10.8840061,77.0066035,Tamil Nadu,OpenStreetMap
4286285517,Ameena Medical centre,hospital,12.9777082,77.6323407,Tamil Nadu,OpenStreetMap
4287813978,Abhinandana Hospital,hospital,13.3099315,76.948039,Tamil Nadu,OpenStreetMap
4292150695,Divine Hospital,hospital,9.7332933,76.5057396,Tamil Nadu,OpenStreetMap
4292831731,SN Hospital,hospital,8.2442143,77.298003,Tamil Nadu,OpenStreetMap
4293166889,Sholayar Garden Hospital,hospital,10.2935723,76.9455228,Tamil Nadu,OpenStreetMap
4293292899,"Janamythri Police Station, Kadavantra",police,9.9701748,76.2970222,Tamil Nadu,OpenStreetMap
4293341748,Akshaya Hospital,hospital,9.9690057,76.299672,Tamil Nadu,OpenStreetMap
4299434191,Salem Town Police Station,police,11.6539405,78.1604851,Tamil Nadu,OpenStreetMap
4302899802,Aravind Eye Hospital,hospital,11.641927,78.1392347,Tamil Nadu,OpenStreetMap
4302953997,Vijaya hospital,hospital,11.6674308,78.1505122,Tamil Nadu,OpenStreetMap
4305411590,S K S Hospital India Pvt Ltd,hospital,11.6701839,78.1433663,Tamil Nadu,OpenStreetMap
4305413795,Alagapuram Police station,police,11.6769953,78.1422615,Tamil Nadu,OpenStreetMap
4305436890,"St.Marys Hospital, Salem",hospital,11.6634501,78.1444402,Tamil Nadu,OpenStreetMap
4305461792,Kamala Hospital,hospital,11.6565946,78.1643458,Tamil Nadu,OpenStreetMap
4305461798,Facility_4305461798,fire_station,11.6539413,78.1511353,Tamil Nadu,OpenStreetMap
4305484390,"Vasan Eye Care Hospital, Salem",hospital,11.6702294,78.1407532,Tamil Nadu,OpenStreetMap
4305484395,"Kiruba Hospital, Salem",hospital,11.6670638,78.1563369,Tamil Nadu,OpenStreetMap
4305485194,S Palaniandi Mudaliar Memorial Hospital,hospital,11.661301,78.1920085,Tamil Nadu,OpenStreetMap
4306892896,Gopi Memorial Hospital,hospital,11.673855,78.1516078,Tamil Nadu,OpenStreetMap
4308319495,R6 KUMARAN NAGAR POLICE STATION ,police,13.0283677,80.2163105,Tamil Nadu,OpenStreetMap
4314375091,Facility_4314375091,shelter,13.3703367,77.209352,Tamil Nadu,OpenStreetMap
4315800697,Aravind Eye Hospital (City Centre),hospital,11.0153158,76.9539881,Tamil Nadu,OpenStreetMap
4316621643,Pondicherry Fire Department;Villa Labourdonna's Guest House,fire_station,11.9260593,79.8319857,Tamil Nadu,OpenStreetMap
4322649892,Denkanikottai Police Station,police,12.5208971,77.7903372,Tamil Nadu,OpenStreetMap
4322762450,Primary Medical Care Unit (PMCU) Puttur,hospital,9.744428,80.1074921,Tamil Nadu,OpenStreetMap
4322812542,Dr.Agarwal Eye & Dental Hospital,hospital,12.9700356,77.6362439,Tamil Nadu,OpenStreetMap
4325331196,SRL Diagnostics,hospital,12.9599306,77.7160447,Tamil Nadu,OpenStreetMap
4329387869,Srinivasan Rajalakshmi Memorial Hospital,hospital,12.9733792,80.187599,Tamil Nadu,OpenStreetMap
4332187422,Vinayaka Ayurveda Hospital,hospital,10.4733918,76.2121049,Tamil Nadu,OpenStreetMap
4332240752,Dr Raju's Eye Hospital,hospital,9.9647734,76.3191089,Tamil Nadu,OpenStreetMap
4343881190,Dr Raos Maternity Hospital,hospital,12.9850421,77.5460481,Tamil Nadu,OpenStreetMap
4344230498,RPF Aid Post,police,8.4857161,76.9504191,Tamil Nadu,OpenStreetMap
4349307192,Sagar Chandramma Hospitals,hospital,12.9485535,77.5748248,Tamil Nadu,OpenStreetMap
4349443891,Trilife Hospital,hospital,13.0169826,77.6432959,Tamil Nadu,OpenStreetMap
4349478584,Carmel Hospital,hospital,10.090557,76.3620708,Tamil Nadu,OpenStreetMap
4353780104,Bharath Rural Hospital and Training Centre,hospital,10.1807053,76.2057125,Tamil Nadu,OpenStreetMap
4355198590,Divisional Hospital Akkarayankulam,hospital,9.3117868,80.3148952,Tamil Nadu,OpenStreetMap
4355292191,Base Hospital Mulankavil,hospital,9.2436926,80.1428799,Tamil Nadu,OpenStreetMap
4355324065,"Divisional Hospital, Urthipuram",hospital,9.3929259,80.3582977,Tamil Nadu,OpenStreetMap
4358598896,Laxmi Maternity Hospital,hospital,13.1305084,78.1319961,Tamil Nadu,OpenStreetMap
4360019799,Facility_4360019799,shelter,12.9275846,77.5803735,Tamil Nadu,OpenStreetMap
4362722798,Facility_4362722798,shelter,12.9333545,77.5803828,Tamil Nadu,OpenStreetMap
4362941945,Divisional Hospital - Maruthankerny,hospital,9.6220356,80.3968237,Tamil Nadu,OpenStreetMap
4370700755,Tellipalai Co-operative Hospital,hospital,9.7743309,80.0311803,Tamil Nadu,OpenStreetMap
4374453492,Facility_4374453492,hospital,9.8019129,80.2059903,Tamil Nadu,OpenStreetMap
4379089793,"Lotus Eye Care Hospital, Coimbatore",hospital,11.0140006,76.9543624,Tamil Nadu,OpenStreetMap
4382943036,Vishnu Ayurveda College,hospital,10.7672982,76.6479602,Tamil Nadu,OpenStreetMap
4386507095,Vignesh Lab and Diagnostics,hospital,13.0267226,77.6041132,Tamil Nadu,OpenStreetMap
4392383890,Apollo Cradle,hospital,12.9368104,77.6206345,Tamil Nadu,OpenStreetMap
4395603151,Divisional Hospital - Atchuvely,hospital,9.7727802,80.1154777,Tamil Nadu,OpenStreetMap
4401436786,Facility_4401436786,shelter,11.0861149,78.2982877,Tamil Nadu,OpenStreetMap
4402079982,ECHS,hospital,11.0051924,76.9879176,Tamil Nadu,OpenStreetMap
4402079983,ECHS Polyclinic,hospital,11.0053321,76.9876533,Tamil Nadu,OpenStreetMap
4405229473,Divisional Hospital Vidathalthivu,hospital,9.0109302,80.0655415,Tamil Nadu,OpenStreetMap
4405236389,Divisional Hospital Adampan,hospital,8.943329,79.9966791,Tamil Nadu,OpenStreetMap
4405856550,Divisional Hospital Murunkan,hospital,8.8366766,80.0378205,Tamil Nadu,OpenStreetMap
